Site No,Site Name,Street Address,"City, State Zip",County,Enf. Issue,Resolved Date,Violation(SNC) Date
132926,3001 Charles St Bridge,3001 Charles St,"Fallston,MD,21047",Harford,Environmental/Health Impact,10/24/2017,12/09/2010
132956,11170 Mears Creek Rd,11170 Mears Creek Rd,"Lusby,MD,20657",Calvert,Environmental/Health Impact,03/19/2009,10/12/2008
132986,10-WA-0003 Cumberland Valley Contracting,"Hagerstown Commons, Edgewood Dr","Hagerstown,MD,21740",Washington,Environmental/Health Impact,09/10/2015,04/27/2011
133037,George's Ribs,4840 Strauss Ave,"Indian Head,MD,20640",Charles,Environmental/Health Impact,09/22/2016,01/06/2011
133085,John G Hockman,625 Rolling Hills Rd,"Dowell,MD,20629",Calvert,Environmental/Health Impact,07/23/2012,01/04/2012
133107,North East Enterprises & Buttler Lake LLC & ETALS,"W/S Singerly Road, Tax Map 306, Parcel 2157","Elkton,MD,21921",Cecil,Environmental/Health Impact,11/12/2014,12/16/2010
133117,"Dodon Land Trust 420 Dodon Rd, Davidsonville, MD 21035",420 Dodon Road,"Davidsonville,MD,21035",Anne Arundel,Environmental/Health Impact,05/15/2013,02/14/2011
133132,Maurice Ames Site - Purnell St,"Purnell St, Parcel 684, lot 1a","Snow Hill,MD,21863",Worcester,Environmental/Health Impact,03/24/2011,01/18/2011
133163,Boonsboro WWTF,6927 Monroe Road,"Boonsboro,MD,21713",Washington,Environmental/Health Impact,08/08/2014,08/05/2010
133213,1610 Meadows Oaks Lane,1610 Meadow Oaks Ln,"Huntingtown,MD,20639",Calvert,Environmental/Health Impact,09/22/2016,01/20/2011
133218,1414 Cherry Garden Road,1414 Cherry Garden Road,"Essex,MD,21221",Baltimore,Environmental/Health Impact,07/08/2016,02/28/2011
133239,Beallsville Big John Run,18900 Beallsville Rd,"Beallsville,MD,20839",Montgomery,Environmental/Health Impact,08/13/2012,01/14/2011
133259,S/C Odenton III LLC-Odenton Nevamar,8305 Telegraph Rd,"Odenton,MD,21113-1397",Anne Arundel,,11/05/2012,04/30/2012
133271,Charlestown Marina,4 Water Street,"Charlestown,MD,21914",Cecil,Environmental/Health Impact,,10/26/2017
133271,Charlestown Marina,4 Water Street,"Charlestown,MD,21914",Cecil,Environmental/Health Impact,09/02/2014,02/08/2011
133274,"Key Recycling, LLC","3810 Fort Armistead Rd., Key Recycling","Baltimore,MD,21226",Baltimore City,Environmental/Health Impact,06/07/2019,07/22/2014
133276,Norris Taylor,off of Reagan Dr.,"Easton,MD,21601",Talbot,Environmental/Health Impact,03/07/2013,05/07/2009
133286,Roy McIntyre Property/Pocomoke,"8809 Courthouse Hill Road, Roy McIntyre","Pocomoke City,MD,21851",Worcester,Environmental/Health Impact,11/20/2013,06/26/2009
133349,Dominion Transmission Inc-Gott Property,600 Radio Rd,"Prince Frederick,MD,20678",Calvert,Environmental/Health Impact,01/24/2019,04/24/2014
133419,Delmarva Power and Light Company-Easton to Todd,"672 West Glenwood Ave, Easton to MD 307, Hurlock","Easton,MD,21601",Talbot,Environmental/Health Impact,07/16/2013,10/11/2012
133529,Dwight Gorsuch,6282 Burris Road,"Rock Hall,MD,21661",Kent,,,
133628,Eggleston Disposal Site,"Lot 43, 1506 Broadford Rd","Oakland,MD,21550",Garrett,Environmental/Health Impact,05/11/2013,03/04/2011
133642,"American Shelter a DE LLC, The Lightstone Group","3838 Regency Pkwy, Pinewood Chase Apts.","Suitland,MD,20746",Prince George's,Environmental/Health Impact,10/28/2013,03/22/2011
133646,Frank Brown,1512 Denton Road,"Essex,MD,21221",Baltimore,Environmental/Health Impact,12/01/2016,06/29/2011
133718,Michael Johnson Tidal Wetlands Investigation,12404 Shore Dr,"Fort Washington,MD,20744",Prince George's,Environmental/Health Impact,,03/25/2011
133794,American Paving Stockpile Site,"953 N Salisbury Blvd, north of Harman Motors, Tax Map 104, Parcel 1435, Lot 16D","Salisbury,MD,21804",Wicomico,Environmental/Health Impact,06/28/2011,04/05/2011
133855,Belmont Recreational Corp,8549 GRADIEN DRIVE,"Baltimore,MD,21236",Baltimore,Environmental/Health Impact,12/05/2016,03/25/2011
133858,7827Aiken Avenue,7827 Aiken Ave,"Parkville,MD,21234",Baltimore,Environmental/Health Impact,03/25/2015,04/06/2011
134031,3825 Yellow Bank Road,3825 Yellow Bank Rd,"Dunkirk,MD,20754",Calvert,Environmental/Health Impact,03/15/2016,04/07/2011
134101,Gregory Fahrner 24691 Red Hill Ct,24691 Red Hill Court,"Hollywood,MD,20636",St. Mary's,Environmental/Health Impact,09/14/2012,04/27/2011
134280,Indian Head NSF/FY 2009 Demolition & Footprint Reduction Program - Phase 2,various locations on the NSF,"Indian Head,MD,20640",Charles,,03/18/2013,02/01/2013
134303,6505 UTC Metro One Belcrest Rd,"6505 Belcrest Rd, UTC Metro One","Hyattsville,MD,20782",Prince George's,Environmental/Health Impact,08/04/2014,04/20/2011
134323,Ron Sisler Excess Fill,Rte 50,"Oakland,MD,21550",Garrett,Environmental/Health Impact,02/05/2013,05/13/2011
134388,3893 Crane Road / John M. Gott Jr.,3893 Crane Road,"Port Republic,MD,20676",Calvert,Environmental/Health Impact,07/07/2014,05/19/2011
134414,Jim Beinert,5117 Kings Rd,"Saint Leonard,MD,20685",Calvert,Environmental/Health Impact,12/01/2016,05/31/2011
134421,"LAI Construction Services, Inc.",10711A Philadelphia Road,"Perry Hall,MD,21128",Baltimore,Environmental/Health Impact,02/21/2018,05/15/2008
134422,"Shortall Building Supplies and Hardware, Inc.",11523 Cordova Rd,"Cordova,MD,21625",Talbot,Environmental/Health Impact,04/01/2013,03/15/2013
134466,48226 Far Cry Rd,48226 Far Cry Rd,"Lexington Park,MD,20653",St. Mary's,Environmental/Health Impact,08/29/2013,06/01/2011
134468,70 Johnson Rd,70 Johnson Rd,"Pasadena,MD,21122",Anne Arundel,Environmental/Health Impact,01/31/2020,05/18/2011
134492,"William Peel Property 6020 Parkers Creek Dr, Deale, MD 20751",6020 Parkers Creek Drive,"Deale,MD,20751",Anne Arundel,Environmental/Health Impact,07/30/2014,04/21/2011
134497,3000Arbor Hills Way,3000 Arbor Hills Way,"Mechanicsville,MD,20659",St. Mary's,Environmental/Health Impact,12/01/2016,05/19/2011
134601,44th Street Hotel,44th St Coastal Hwy,"Ocean City,MD,21842",Worcester,Environmental/Health Impact,05/28/2014,02/29/2012
134605,Centre at Salisbury Mall Stormwater Pond Retrofit,"Centre Drive, Parcel F","Salisbury,MD,21804",Wicomico,Environmental/Health Impact,05/07/2013,08/15/2011
134742,August Run Subdivision,Ball Rd,"Saint Leonard,MD,20685",Calvert,,05/15/2013,10/02/2012
134775,Gary Gilberti Dogwood Dr,42 Dogwood Drive,"Middle River,MD,21220",Baltimore,Environmental/Health Impact,03/14/2013,06/27/2011
134782,Dover Bridge MHP (previously called Prettyman Manor Mobile Home Park),21269 Dover Bridge Road,"Preston,MD,21655",Caroline,Environmental/Health Impact,08/13/2012,04/14/2010
134795,United Container Acquisition Building Business Trust,5200 Glen Arm Road,"Glen Arm,MD,21057",Baltimore,Environmental/Health Impact,11/14/2019,10/06/2017
134799,Mark Mose,923 Forest Bay Court,"Gambrills,MD,21054",Anne Arundel,Environmental/Health Impact,12/01/2016,08/05/2011
134829,The Perserve at Southeast Creek,Bens Point Rd,"Church Hill,MD,21623",Queen Anne's,Environmental/Health Impact,03/21/2014,05/16/2007
134871,4090 Lower Wharf Rd,4090 Lower Wharf Road,"Indian Head,MD,20640",Charles,Environmental/Health Impact,12/01/2016,08/24/2011
134926,Boyd's Turn Roadway Improvements,Boyd's Turn Rd,"Owings,MD,20736",Calvert,Environmental/Health Impact,12/06/2016,02/16/2012
134965,White Ground Bridge Replacement,Shaffer Rd & White Ground Rd,"Boyds,MD,20841",Montgomery,Environmental/Health Impact,07/23/2012,01/19/2012
134980,Henry and Dorothy Sherry 8148 Orchard Point Rd,8148 Orchard Point Rd,"Pasadena,MD,21122",Anne Arundel,Environmental/Health Impact,04/15/2013,07/15/2011
135170,Sanitary Sewer Seton Business Park,"Baltimore DPW, Seton Business Park, West Northern Parkway","Baltimore,MD,21215",Baltimore City,Environmental/Health Impact,04/02/2013,11/02/2011
135171,Anon @ North Lake Rd & Bay Dr,North Lake Rd & Bay Dr,"Stevensville,MD,21666",Queen Anne's,Environmental/Health Impact,02/05/2016,09/14/2011
135212,Maryland Wholesale Seafood Market,7901 Oceano Ave,"Jessup,MD,20794",Howard,Environmental/Health Impact,05/13/2013,05/29/2012
135225,NASA building 25 geothermal,"8800 Greenbelt Rd, Bldg # 25","Greenbelt,MD,20771",Prince George's,Environmental/Health Impact,07/09/2012,07/15/2011
135227,Luke Thatcher,Boat docked at Rod N Reel on Fishing Creek,"Chesapeake Beach,MD,20732",Calvert,Environmental/Health Impact,10/12/2017,08/02/2011
135238,12429 & 12501 Arrow Park Road,12429 & 12501 Arrow Park Road,"Fort Washington,MD,20744",Prince George's,Environmental/Health Impact,,11/28/2011
135239,12507 Arrow Park Road,12507 Arrow Park Road,"Fort Washington,MD,20744",Prince George's,Environmental/Health Impact,01/16/2013,11/28/2011
135288,Barbara Plunkett,14 Windemere Parkway,"Phoenix,MD,21131",Baltimore,Environmental/Health Impact,07/09/2015,12/22/2014
135288,Barbara Plunkett,14 Windemere Parkway,"Phoenix,MD,21131",Baltimore,Environmental/Health Impact,07/09/2015,12/22/2014
135304,New Page Fill Site,Seldom Seen Rd,"Bloomington,MD,21523",Garrett,Environmental/Health Impact,08/30/2011,06/29/2011
135372,La Plata WWTP ENR Upgrade,6505 Curley Hall Road,"La Plata,MD,20646",Charles,,10/24/2011,11/01/2008
135383,"Scaggs Farm, LLC",1910 Norfolk Drive,"Owings,MD,20736",Calvert,Environmental/Health Impact,,04/11/2017
135433,John Bohlen /3820 Chestnut Rd,3820 Chestnut Rd,"Middle River,MD,21220",Baltimore,Environmental/Health Impact,09/30/2014,08/30/2011
135485,BA CO DPW sediment @ Bird River Grove Rd turn-around,Bird River Grove Rd turn-around across from 11228 Bird River Grove Rd,"White Marsh,MD,21162",Baltimore,Environmental/Health Impact,06/10/2013,09/06/2011
135487,Deep Creek Lake maintenance bldg parking lot,"898 State Park Rd, Deep Creek Lake State Park","Swanton,MD,21561",Garrett,Environmental/Health Impact,01/10/2013,10/17/2011
135501,NTW Filling,8393 Jumpers Hole Road,"Severna Park,MD,21146",Anne Arundel,Environmental/Health Impact,12/05/2016,09/23/2011
135523,Davy,887 Patterson Ave,"Cumberland,MD,21502",Allegany,Environmental/Health Impact,09/14/2012,09/07/2011
135524,Lake Somerset Family Campground,8658 Lake Somerset Lane,"Westover,MD,21871",Somerset,Environmental/Health Impact,02/23/2016,09/08/2011
135563,Sahlin Farm Rd,916 Sahlin Farm Rd,"Annapolis,MD,21401",Anne Arundel,Environmental/Health Impact,09/12/2012,09/22/2011
135628,K Hovnanian Homes of Maryland LLC-Ferber Avenue,1137 Ferber Avenue,"Arnold,MD,21012",Anne Arundel,Environmental/Health Impact,04/01/2016,11/20/2015
135661,Andrew Saller and Mallory Durkin,7601 Chesapeake Ave,"Sparrows Point,MD,21219-1436",Baltimore,Environmental/Health Impact,,10/07/2011
135663,7645 South Bend Rd,7645 South Bend Rd,"Dundalk,MD,21222",Baltimore,Environmental/Health Impact,,11/14/2011
135703,Bright Green Discharge to Brewington Branch,northwest corner of intersection of Zion Rd and N Salisbury Blvd,"Salisbury,MD,21801",Wicomico,Environmental/Health Impact,04/18/2014,10/07/2011
135740,Mark Allen,Corner of Bee Tree & Delp Rds,"Henderson,MD,21640",Caroline,Environmental/Health Impact,12/30/2009,07/28/2006
135765,501 EdgewaterAve-SouthBayCondo-OceanCity,"501 Edgewater Ave, South Bay Condo","Ocean City,MD,21842",Worcester,Environmental/Health Impact,09/16/2013,10/12/2011
135773,Baycraft Marine,6062 Todd Point Rd,"Cambridge,MD,21613",Dorchester,Environmental/Health Impact,10/03/2012,10/18/2011
135790,Jerry's Place,1541 Solomons Island Road,"Prince Frederick,MD,20678",Calvert,Environmental/Health Impact,01/26/2017,10/11/2011
135796,McDonald's Prince Frederick,515 N Solomons Island Rd,"Prince Frederick,MD,20678",Calvert,Environmental/Health Impact,01/15/2013,10/14/2011
135871,NTW vegetation disturbance and removal,3714 Gardendale Drive,"Eden,MD,21822",Wicomico,Environmental/Health Impact,07/12/2012,01/09/2012
135928,Total Restoration Services,1157 Annapolis Rd,"Odenton,MD,21113",Anne Arundel,Environmental/Health Impact,07/30/2015,10/28/2011
135939,Allegany Research Properties,3 Technology Dr,"Frostburg,MD,21532",Allegany,Environmental/Health Impact,09/09/2013,04/19/2013
136020,Palisades At Oak Creek EPA joint insp,100 S Church Rd,"Upper Marlboro,MD,20774",Prince George's,Environmental/Health Impact,04/18/2013,08/24/2011
136036,Perennial Farm,12017 Glen Arm Rd,"Glen Arm,MD,21057",Baltimore,Environmental/Health Impact,05/18/2012,10/17/2011
136040,201 E Mongomery St,201 E Montgomery St,"Baltimore,MD,21230",Baltimore City,Environmental/Health Impact,12/05/2016,11/08/2011
136204,Clyde Stolter sediment,Blairs Valley Rd,"Clear Spring,MD,21722",Washington,Environmental/Health Impact,12/14/2015,12/12/2011
136226,David Sonn/13928 Green Branch Dr,13928 Green Branch Dr,"Phoenix,MD,21131",Baltimore,Environmental/Health Impact,12/05/2016,11/29/2011
136266,End of Hauf Ave,Rear of 906 Hauf Ave,"Essex,MD,21221",Baltimore,Environmental/Health Impact,08/03/2012,11/30/2011
136268,Hershfeld-Hoyes Run,8214 Oakland Sang Run Rd,"Oakland,MD,21550",Garrett,Environmental/Health Impact,09/29/2014,10/31/2011
136272,"Charlotte Hall Metal & Scrap, LLC",37339 Carpenter Lane,"Charlotte Hall,MD,20622",St. Mary's,Environmental/Health Impact,05/04/2012,11/30/2011
136283,Chesapeake Hills Golf Course,11352 HG Trueman Rd,"Lusby,MD,20657",Calvert,Environmental/Health Impact,12/21/2013,12/08/2011
136326,2742 Kirk Dr,2742 Kirk Drive,"Waldorf,MD,20603",Charles,Environmental/Health Impact,12/05/2016,12/06/2011
136349,Rolling Oaks Subdivision,Rolling Oaks Subdivision,"Ellerslie,MD,21529",Allegany,Environmental/Health Impact,03/04/2013,12/13/2012
136458,Aumar Village,"200 Mountain Road, NW corner of MD 152 and US 1","Fallston,MD,21047",Harford,Environmental/Health Impact,10/31/2012,01/23/2012
136493,MdTA MD 43/Campbell Blv to Honeygo Run,"MD 43 from Campbell Blvd to, Honeygo Run","White Marsh,MD,21162",Baltimore,Environmental/Health Impact,07/03/2012,04/25/2012
136568,MD SHA-Bridge No 10062-MD 140,MD 140 over Flat Run,"Emmitsburg,MD,21727",Frederick,Environmental/Health Impact,,03/09/2020
136653,4000 Principio Blvd,4000 Principio Blvd,"North East,MD,21901",Cecil,Environmental/Health Impact,07/25/2012,03/11/2012
136673,2345 Tulls Corner Rd/Mason Property,2345 Tulls Corner Rd,"Pocomoke City,MD,21851",Worcester,Environmental/Health Impact,03/27/2015,01/30/2012
136698,"Clearing, grading soil placement, Marshall greenhouse site","Levin Dashiell Rd, Wicomico Tax Map: 37, Parcel: 409","Salisbury,MD,21801",Wicomico,Environmental/Health Impact,01/28/2020,02/03/2012
136699,South Point Farm-Island Point House Trust and Christopher Thomas Johnson,9717 Waterside Drive,"Berlin,MD,21811",Worcester,Environmental/Health Impact,02/01/2017,04/17/2014
136708,WSSC-Collington Elevate Water Storage Facility,15650 Leeland Road,"Upper Marlboro,MD,20772",Prince George's,Environmental/Health Impact,10/20/2015,07/09/2015
136708,WSSC-Collington Elevate Water Storage Facility,15650 Leeland Road,"Upper Marlboro,MD,20772",Prince George's,Environmental/Health Impact,12/16/2014,09/17/2014
136723,Robert Sersen,3802 Chestnut Road,"Middle River,MD,21220",Baltimore,Environmental/Health Impact,04/09/2018,04/28/2014
136723,Robert Sersen,3802 Chestnut Road,"Middle River,MD,21220",Baltimore,Environmental/Health Impact,10/06/2017,04/15/2014
136736,"US Army, Fort Meade-AWC HQ Complex",AWG security boardwalk/At the intersection of Huber Rd and Morrsion Street,"Fort George G. Meade,MD,20755",Anne Arundel,Environmental/Health Impact,05/06/2013,01/18/2013
136766,Calvert County Water & Sewerage on N Prince Frederick Blvd,N Prince Frederick Blvd across from library,"Prince Frederick,MD,20678",Calvert,Environmental/Health Impact,07/27/2012,02/09/2012
136778,MO DOT-Sweepstakes Road,10200 to 10400 Sweepstakes Road,"Damascus,MD,20872",Montgomery,Environmental/Health Impact,11/23/2015,07/30/2015
136778,MO DOT-Sweepstakes Road,10200 to 10400 Sweepstakes Road,"Damascus,MD,20872",Montgomery,Environmental/Health Impact,06/17/2012,01/11/2012
136840,SImpson Mill LLC,Rte 32 and Cedar Lane intersection,"Columbia,MD,21043",Howard,Environmental/Health Impact,11/12/2013,06/28/2013
136929,Darvin Moon,"Trout Run/Laurel Run, Steyer Mine Rd","Oakland,MD,21550",Garrett,Environmental/Health Impact,10/03/2013,02/22/2012
137008,BaysideFarms/PuseyProperty/SnowHillRd,"Bayside Farms Maryland Limited Partnership, Map 0079 parcel 0300","Snow Hill,MD,21863",Worcester,Environmental/Health Impact,02/25/2014,08/13/2012
137043,Aggregate Transport Corp,7535 Railroad Avenue,"Hanover,MD,21076",Anne Arundel,Environmental/Health Impact,,06/27/2019
137095,Fort Meade,2822 Morrison Avenue,"Fort George G. Meade,MD,20755",Anne Arundel,Environmental/Health Impact,11/05/2014,08/06/2014
137095,Fort Meade,2822 Morrison Avenue,"Fort George G. Meade,MD,20755",Anne Arundel,,07/13/2014,01/28/2014
137128,4325 Landing Lane Ferry Landing Woods,4325 Landing Lane,"Dunkirk,MD,20754",Calvert,Environmental/Health Impact,06/25/2012,03/14/2012
137152,Johnson Auto Parts & Recycling,3360 Livingston Road,"Indian Head,MD,20640",Charles,Environmental/Health Impact,05/29/2013,03/30/2012
137161,Robert Kline Farm,15602 Lohr Rd,"Thurmont,MD,21788",Frederick,Environmental/Health Impact,02/06/2020,02/09/2018
137182,Aspenleaf Homes,13102 L'Enfant Dr,"Fort Washington,MD,20744",Prince George's,,09/17/2012,03/17/2012
137195,205 Sugar Notch Rd,205 Sugar Notch Rd,"Prince Frederick,MD,20678",Calvert,Environmental/Health Impact,03/11/2013,03/20/2012
137211,Artesian Water Maryland Inc-Meadowview,"Performance Drive, Rte 279","Elkton,MD,21921",Cecil,Environmental/Health Impact,01/23/2013,08/14/2012
137211,Artesian Water Maryland Inc-Meadowview,"Performance Drive, Rte 279","Elkton,MD,21921",Cecil,Environmental/Health Impact,10/31/2012,06/19/2012
137217,Todd E Burbage Irrevocable Trust,Public Landing Wharf Road,"Snow Hill,MD,21863",Worcester,Environmental/Health Impact,02/22/2017,03/27/2013
137229,DB Custom,7546 Ogden Dr,"Clinton,MD,20735",Prince George's,Environmental/Health Impact,02/14/2018,03/15/2012
137291,SensInc/25thStCoastalHwy/OceanCity,"25th St Coastal Hwy, Map0111Parcel5754","Ocean City,MD,21842",Worcester,Environmental/Health Impact,05/01/2014,03/28/2012
137307,"Dairy Queen, Nanticoke Rd",1202 Nanticoke Rd,"Salisbury,MD,21801",Wicomico,Environmental/Health Impact,11/29/2012,09/26/2012
137355,11-SF-0248 Renovation Building 1520 and Demolition Building 718 and 611,Fort Detrick,"Fort Detrick,MD,21702",Frederick,Environmental/Health Impact,08/15/2014,05/08/2014
137362,Izaak Walton League stream filling,4719 Reels Mill Rd,"Frederick,MD,21704",Frederick,Environmental/Health Impact,06/09/2014,03/27/2012
137389,Thompson Creek Stormdrain Dumping,1775 Brightseat Rd,"Hyattsville,MD,20785",Prince George's,Environmental/Health Impact,08/20/2012,04/09/2012
137451,TAAPCO/American Asphalt Paving Company,1100 N. Macon St,"Baltimore,MD,21205",Baltimore City,,06/19/2017,04/13/2012
137478,12525 Vanous Rd,"12525 Vanous Rd, Dean Rose","Dunkirk,MD,20754",Calvert,Environmental/Health Impact,10/16/2015,04/23/2012
137592,Triem LLC,613 Hayden Rd.,"Centreville,MD,21617",Queen Anne's,Environmental/Health Impact,08/15/2019,02/23/2015
