"","Site.No","Site.Name","Street.Address","City..State.Zip","County","Inspection.Type","Inspection.Date","Permit.No","NPDES.No","Complaint.Tracking.No","Inspection.Reason","Site.Status","Site.Condition","Recommended.Actions","Compliance.Assist.","Latitude","Longitude"
"334",159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094","Cresaptown,MD,21502","Allegany","Nontidal Wetlands","05/31/2019","17-NT-3376,19-AL-0053","MDRCA049Y",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"335",159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094","Cresaptown,MD,21502","Allegany","NPDES Construction Activity","05/31/2019","17-NT-3376,19-AL-0053","MDRCA049Y",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"336",159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094","Cresaptown,MD,21502","Allegany","Waterway Construction","05/31/2019","17-NT-3376,19-AL-0053","MDRCA049Y",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"337",159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094","Cresaptown,MD,21502","Allegany","Sediment_Erosion","05/31/2019","17-NT-3376,19-AL-0053","MDRCA049Y",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"338",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","NPDES Construction Activity","06/03/2019","15-SF-0289","MDRCQF05D",NA,NA,"Active","Noncompliance","Additional Investigation Required","N",NA,NA
"339",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","State_federal SWM","06/03/2019",NA,"MDRCQF05D",NA,NA,"Active","Noncompliance","Additional Investigation Required","N",NA,NA
"340",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","State_federal SWM","06/03/2019","15-SF-0289","MDRCQF05D",NA,NA,"Active","Noncompliance","Additional Investigation Required","N",NA,NA
"341",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","NPDES Construction Activity","06/03/2019",NA,"MDRCQF05D",NA,NA,"Active","Noncompliance","Additional Investigation Required","N",NA,NA
"342",159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094","Cresaptown,MD,21502","Allegany","Sediment_Erosion","06/03/2019","17-NT-3376,19-AL-0053","MDRCA049Y",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","Y",NA,NA
"343",159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094","Cresaptown,MD,21502","Allegany","Waterway Construction","06/03/2019","17-NT-3376,19-AL-0053","MDRCA049Y",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","Y",NA,NA
"344",159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094","Cresaptown,MD,21502","Allegany","NPDES Construction Activity","06/03/2019","17-NT-3376,19-AL-0053","MDRCA049Y",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","Y",NA,NA
"345",159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094","Cresaptown,MD,21502","Allegany","Nontidal Wetlands","06/03/2019","17-NT-3376,19-AL-0053","MDRCA049Y",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","Y",NA,NA
"346",142034,"East Campus Visitor Control Point - M","Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287","Fort George G. Meade,MD,20755","Anne Arundel","State_federal SWM","06/04/2019","14-SF-0063",NA,NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"347",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","NPDES Construction Activity","06/07/2019","15-SF-0829","MDRCQF05D",NA,NA,"Active","Noncompliance","Additional Investigation Required,Continue Routine Inspection","N",NA,NA
"348",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","State_federal SWM","06/07/2019","15-SF-0829","MDRCQF05D",NA,NA,"Active","Noncompliance","Additional Investigation Required,Continue Routine Inspection","N",NA,NA
"349",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","NPDES Construction Activity","06/07/2019","15-SF-0829","MDRCQF05D",NA,NA,"Active","Noncompliance","Additional Investigation Required","N",NA,NA
"350",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","State_federal SWM","06/07/2019","15-SF-0829","MDRCQF05D",NA,NA,"Active","Noncompliance","Additional Investigation Required","N",NA,NA
"351",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","NPDES Construction Activity","06/07/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"352",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","Sediment_Erosion","06/07/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"353",136911,"MD DNR-C and O Canal NHP-Western Maryland Rail Trail","Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot","Hancock,MD,21750","Washington","State_federal SWM","06/10/2019","12-SF-0198,17-NT-3188","MDRCYS081",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"354",136911,"MD DNR-C and O Canal NHP-Western Maryland Rail Trail","Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot","Hancock,MD,21750","Washington","Waterway Construction","06/10/2019","12-SF-0198,17-NT-3188","MDRCYS081",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"355",136911,"MD DNR-C and O Canal NHP-Western Maryland Rail Trail","Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot","Hancock,MD,21750","Washington","NPDES Construction Activity","06/10/2019","12-SF-0198,17-NT-3188","MDRCYS081",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"356",136911,"MD DNR-C and O Canal NHP-Western Maryland Rail Trail","Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot","Hancock,MD,21750","Washington","Nontidal Wetlands","06/10/2019","12-SF-0198,17-NT-3188","MDRCYS081",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"357",157268,"NIBC Hazardous Materials Storage","First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St","Fort Detrick,MD,20875","Frederick","NPDES Construction Activity","06/13/2019","17-SF-0024","MDRCK02QS",NA,NA,"Active","Corrective Actions Required","Continue Routine Inspection","N",NA,NA
"358",157268,"NIBC Hazardous Materials Storage","First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St","Fort Detrick,MD,20875","Frederick","State_federal SWM","06/13/2019","17-SF-0024","MDRCK02QS",NA,NA,"Active","Corrective Actions Required","Continue Routine Inspection","N",NA,NA
"359",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","NPDES Construction Activity","06/13/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"360",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","Sediment_Erosion","06/13/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"361",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","State_federal SWM","06/14/2019","15-SF-0829","MDRCQF05D",NA,NA,"Active","Noncompliance","Additional Investigation Required","N",NA,NA
"362",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","NPDES Construction Activity","06/14/2019","15-SF-0829","MDRCQF05D",NA,NA,"Active","Noncompliance","Additional Investigation Required","N",NA,NA
"363",157126,"MTA/Dorsey MARC Station SWM Repair and Retrofit","Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr","Elkridge,MD,21075","Howard","State_federal SWM","06/17/2019","17-NT-0434,18-SF-0018","MDRCNS0LA",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"364",157126,"MTA/Dorsey MARC Station SWM Repair and Retrofit","Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr","Elkridge,MD,21075","Howard","NPDES Construction Activity","06/17/2019","17-NT-0434,18-SF-0018","MDRCNS0LA",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"365",157126,"MTA/Dorsey MARC Station SWM Repair and Retrofit","Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr","Elkridge,MD,21075","Howard","Nontidal Wetlands","06/17/2019","17-NT-0434,18-SF-0018","MDRCNS0LA",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"366",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","NPDES Construction Activity","06/24/2019","15-SF-0829","MDRCQF05D",NA,NA,"Active","Corrective Actions Required","Additional Investigation Required","N",NA,NA
"367",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","State_federal SWM","06/24/2019","15-SF-0829","MDRCQF05D",NA,NA,"Active","Corrective Actions Required","Additional Investigation Required","N",NA,NA
"368",159685,"CL DPW-Hollingsworth Road Bridge","Hollingsworth Road Bridge over unnamed tributary to the North Branch of Patapsco, 39.496526, -76.8701050","Finksburg,MD,21136","Carroll","Nontidal Wetlands","07/03/2019","19-NT-3027",NA,NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"369",165746,"Village of Wooded Glen Neighborhood 4 Rough Grading","South side of St. Charles Parkway, 2.4 miles south of the intersection of St. Charles Parkway & Billingsley Road","Waldorf,MD,20602","Charles","NPDES Construction Activity","07/09/2019",NA,"MDRCI03WS",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"370",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","State_federal SWM","07/12/2019","15-SF-0829","MDRCQF05D",NA,NA,"Active","Corrective Actions Required","Additional Investigation Required","N",NA,NA
"371",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","NPDES Construction Activity","07/12/2019","15-SF-0829","MDRCQF05D",NA,NA,"Active","Corrective Actions Required","Additional Investigation Required","N",NA,NA
"372",157268,"NIBC Hazardous Materials Storage","First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St","Fort Detrick,MD,20875","Frederick","State_federal SWM","07/15/2019","17-SF-0024","MDRCK02QS",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"373",157268,"NIBC Hazardous Materials Storage","First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St","Fort Detrick,MD,20875","Frederick","NPDES Construction Activity","07/15/2019","17-SF-0024","MDRCK02QS",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"374",142034,"East Campus Visitor Control Point - M","Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287","Fort George G. Meade,MD,20755","Anne Arundel","State_federal SWM","07/16/2019","14-SF-0063","MDRCBF03M",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"375",142034,"East Campus Visitor Control Point - M","Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287","Fort George G. Meade,MD,20755","Anne Arundel","NPDES Construction Activity","07/16/2019","14-SF-0063","MDRCBF03M",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
