"","Site.No","Site.Name","Street.Address","County","City..State.Zip","Type"
"5200",144098,"Crain Partners LLC-Mills Car Wash","Crain Hwy, 600' no of Mitchellville Rd","Prince George's","Mitchellville,MD,20716","Compliance"
"5201",79098,"Collingbrook Development LLC-Rodenhauser Property","SE QUAD RT 50 & CHURCH RD","Prince George's","Bowie,MD,20715","Compliance"
"5202",156691,"Jason Lambertson/Grace Ridge Farm LLC","4023 Sheephouse Road","Worcester","Pocomoke City,MD,21851","Compliance"
"5203",10401,"Industrial Container Services - Maryland, LLC","1440 Chesapeake Ave","Baltimore City","Baltimore,MD,21226","Compliance"
"5204",157544,"Castillo Vasquez","1816 Henderson Rd","Caroline","Marydel,MD,21649","Compliance"
"5205",159254,"Future Pad Site Preparation Plan Food Lion Shopping Plaza","North side of Old National Pike","Allegany","Frostburg,MD,21532","Compliance"
"5206",148831,"Ron and Nancy Hickman","45454 Steer Horn Neck Road","St. Mary's","Hollywood,MD,20636","Compliance"
"5207",157555,"Minitrack Road Modification","23 Mini Track, 38.9953 -76.85000","Prince George's","Glenn Dale,MD,20769","Compliance"
"5208",158436,"CL DPW-Rinehart Road, MP 0.69","Rinehart Road, MP 0.69, North of intersection of Kowomu Trail and Rinehart Road","Carroll","Westminster,MD,21158","Compliance"
"5209",72596,"ICS of Maryland, LLC","915 Baltic Ave","Baltimore City","Brooklyn,MD,21225","Compliance"
"5210",159279,"18-2159 / 600 Sweetwater Rd.","600 Sweetwater Rd.","Calvert","Lusby,MD,20657","Compliance"
"5211",158024,"Town of Greensboro-Choptank River Park","E Sunset Ave (MD 314), Site located 500 ft east of Mill St and E Sunset Ave","Caroline","Greensboro,MD,21639","Compliance"
"5212",157179,"Scott Nortman and Christina Crujeiras","2608 Bauernschmidt Dr, Lot 67, Bauernschmidt Manor","Baltimore","Essex,MD,21221","Compliance"
"5213",154558,"1140 Blades Farm Rd, LLC","Deep Shore Road & MD 404","Caroline","Denton,MD,21629","Compliance"
"5214",29273,"Cape St. Marys Marina","27338 Cat Creek Rd","St. Mary's","Mechanicsville,MD,20659","Compliance"
"5215",34831,"Petry's Junkyard, Inc","800 Gorsuch Rd","Carroll","Westminster,MD,21157","Compliance"
"5216",63585,"Baltimore Recycling Center LLC","1030 Edison Hwy","Baltimore City","Baltimore,MD,21213","Compliance"
"5217",141202,"BGE-Dublin Pipeline, Phase 2","Project starts on west side of Priestford Road approx 4300 ft south from intersection with Conowingo","Harford","Churchville,MD,21154","Compliance"
"5218",19459,"Fleischmann's Vinegar Company, Inc.","1900 Brand Ave","Baltimore City","Mount Washington,MD,21209","Compliance"
"5219",20211,"Sheriff Road Processing Facility & Transfer Station","5800 Sheriff Rd","Prince George's","Fairmount Heights,MD,20743","Compliance"
"5220",146011,"Office and Equipment Maintenance Facility","5800 Sheriff Rd","Prince George's","Fairmount Heights,MD,20743","Compliance"
"5221",65726,"Harbour Light Condominiums - Scott Davis Property","102 Williams St, Harbour Light","Somerset","Crisfield,MD,21817","Compliance"
"5222",142332,"BGE-Robinhood Road","Robinhood Rd near Oak St","Harford","Havre De Grace,MD,21078","Compliance"
"5223",159429,"Salisbury University Foundation","11479 Riverton Road","Wicomico","Mardela Springs,MD,21837","Compliance"
"5224",156886,"John Deubler","328 Oakdale Rd","Anne Arundel","Pasadena,MD,21122","Compliance"
"5225",152845,"Ft Meade IMCOM TMDL SWM","near Reece Rd, 39.110719,-76.729746","Anne Arundel","Fort George G. Meade,MD,20755","Compliance"
"5226",157755,"Lot 7, Chesapeake Bay Business Park","203 Log Canoe Circle","Queen Anne's","Stevensville,MD,21666","Compliance"
"5227",156220,"AL DPW-Black Valley Road","Black Valley Rd and Gap Rd NE, immediately south of PA State line","Allegany","Flintstone,MD,21530","Compliance"
"5228",159380,"Bullneck Road & Dundalk Avenue - Alleged Sewage Discharge","Bullneck Road & Dundalk Avenue","Baltimore","Dundalk,MD,21222","Compliance"
"5229",153785,"AL DPW-Bridge No A94-Mason Road","Mason Road, NE 2.9 miles from intersection","Allegany","Cumberland,MD,21502","Compliance"
"5230",3310,"Contanda Terminals LLC","1055 Hull St","Baltimore City","Baltimore,MD,21230","Compliance"
"5231",143735,"MD Air National Guard - Dundalk Readiness Center","North Point Boulevard","Baltimore","Dundalk,MD,21222","Compliance"
"5232",134563,"HO SWM/Beech Creek Drive-SWM Retrofit Project","Pond is 0.1 miles south from, the intersection of Beech, Creek Drive and MD 108 on the rgt","Howard","Columbia,MD,21044","Compliance"
"5233",19081,"AMM Corporation","11100 Day Rd, Southeast","Allegany","Cumberland,MD,21502","Compliance"
"5234",114398,"Four Seasons LLC","19501 Darnestown Rd","Montgomery","Beallsville,MD,20839","Compliance"
"5235",36145,"Decker's Salvage Company, Inc","2200 Berlin St.","Baltimore City","Baltimore,MD,21230","Compliance"
"5236",126440,"Toll Brothers Inc-Arundel Forest","Reece Road","Anne Arundel","Severn,MD,21144","Compliance"
"5237",159184,"Potomac Vistas HOA","PO Box 155","Washington","Keedysville,MD,21756","Compliance"
"5238",1679,"Shady Side Elementary School","4859 Atwell Rd","Anne Arundel","Shady Side,MD,20764","Compliance"
"5239",108851,"Paul O'Connell","1631 Lakewood Road","Anne Arundel","Pasadena,MD,21122","Compliance"
"5240",159080,"25738 Southwell Ln. Lot 17","25738 Southwell Ln","St. Mary's","Hollywood,MD,20636","Compliance"
"5241",3599,"Yellow Transportation, Inc. - Landover","7600 Preston Dr","Prince George's","Landover,MD,20785","Compliance"
"5242",159371,"Brian Gibbons","7328 Kent Point Road","Queen Anne's","Stevensville,MD,21666","Compliance"
"5243",157635,"Tradepoint Atlantic LLC","1600 Sparrows Point Blvd","Baltimore","Sparrows Point,MD,21219","Compliance"
"5244",159255,"South Cuckold Creek Road/Newburg","end of S. Cuckold Creek Road","Charles","Newburg,MD,20664","Compliance"
"5245",23429,"J.M. Tawes Technology & Career Center","7982 Tawes Campus Dr","Somerset","Westover,MD,21871","Compliance"
"5246",159381,"PAF 18-2181/642 Towne Center Drive","642 Towne Center Drive","Harford","Joppa,MD,21085","Compliance"
"5247",75726,"Chesapeake Harbour Inc-Chesapeake Harbour Marina","2030 Chesapeake Harbour Dr, East","Anne Arundel","Annapolis,MD,21403","Compliance"
"5248",159384,"SSO 425 S Paradise Ave","425 S Paradise Ave","Baltimore","Catonsville,MD,21228","Compliance"
"5249",159328,"PAF 18-3042 Filling of stream channel south of 7860 Forest and Stream Club Rd","7860 Forest and Stream Club Rd","Carroll","Keymar,MD,21757","Compliance"
"5250",159372,"Washington College Hudson & Truslow boathouses","475 South Cross St.","Kent","Chestertown,MD,21620","Compliance"
"5251",30181,"eRevival, LLC","2915 Whittington Ave","Baltimore City","Morrell Park,MD,21230","Compliance"
"5252",79925,"Waverly View","SHOOKSTOWN ROAD","Frederick","Frederick,MD","Compliance"
"5253",146597,"Little Success Farm (New Construction)","7545 Acorn Rd","Worcester","Newark,MD,21841","Compliance"
"5254",152099,"Family Dollar #861","30408 Mount Vernon Rd","Somerset","Princess Anne,MD,21853-1400","Compliance"
"5255",159393,"710 Blackhorse Trail","710 Blackhorse Trail","Anne Arundel","Severn,MD,21144","Compliance"
"5256",158226,"Paul Granger Jr.","Blake Road, Blake Rd","Cecil","Elkton,MD,21921","Compliance"
"5257",158395,"Callaway Browne Cell Tower","21790 Point Lookout Rd, 21790 Point Lookout Rd","St. Mary's","Leonardtown,MD,20650","Compliance"
"5258",159280,"PAF18-2186 Piney Point rd","Md rt 249 aka Piney Point at intersection with Shaeffer rd","St. Mary's","Piney Point,MD,20674","Compliance"
"5259",158599,"Bus Maintenance Bus Storage Area Expansion","7238 Ridge Rd, 39.1751 -76.7108","Anne Arundel","Hanover,MD,21076","Compliance"
"5260",159356,"P.B. Dye Golf","9526 Doctor Perry Rd","Frederick","Ijamsville,MD,21754","Compliance"
"5261",2371,"Edrich Lumber Inc","9700 Old Court Rd","Baltimore","Windsor Mill,MD,21244","Compliance"
"5262",156135,"BGE-Tower 141 at Bennett Creek","Dixon Rd and Bennett Creek","Frederick","Frederick,MD,21704","Compliance"
"5263",140953,"Baltimore Gas and Electric","2359 Dixon Road, 700' upstream of Dixon Road along Bennett Creek","Frederick","Frederick,MD,21704","Compliance"
"5264",159285,"Chesapeake Investment Co. (Roses Demolition)",", 511 Linden Ave","Worcester","Pocomoke City,MD,21851","Compliance"
"5265",68356,"5636 Harbor Valley Dr.","5636 Harbor Valley Dr","Anne Arundel","Brooklyn Park,MD,21225","Compliance"
"5266",159331,"509 South Main Street","509 South Main Street","Cecil","North East,MD,21901","Compliance"
"5267",158233,"HA DPW-Lapidum Road-Retaining Wall Repair 1 and 2","Lapidum Rd, Site is roughly .25 miles from Stafford Road and Lapidum Road intersection","Harford","Havre De Grace,MD,21078","Compliance"
"5268",232,"W L Gore & Associates, Inc - Elk Creek","295 Blue Ball Rd","Cecil","Elkton,MD,21921","Compliance"
"5269",153783,"Dennis Tran/Unite Farm","11686 San Domingo Road","Wicomico","Sharptown,MD,21861","Compliance"
"5270",1250,"Lankford Bay Marina Inc","23002 McKinleyville Road","Kent","Rock Hall,MD,21661","Compliance"
"5271",159395,"UN-AUTHORIZED FILL IN WETLAND AT 12209 SHADETREE LN","12209 Shadetree Ln","Prince George's","Laurel,MD,20708","Compliance"
"5272",132814,"HA DPW-Sharon Rd over trib of South Stirrup Run","Sharon Rd over trib of South Stirrup Run","Harford","Jarrettsville,MD,21084","Compliance"
"5273",159397,"PAF 18-2187 / 1690 Cypress Rd.","1690 Cypress Rd.","Calvert","Saint Leonard,MD,20685","Compliance"
"5274",65437,"Blakefield","Leverage Rd","Queen Anne's","Centreville,MD,21620","Compliance"
"5275",159430,"Harold Travers","Drawbridge Road","Dorchester","Linkwood,MD,21835","Compliance"
"5276",72301,"Wayne Reep","129 Wye River Dr","Queen Anne's","Queenstown,MD,21658","Compliance"
"5277",151747,"MD SHA-Project No SO192A21-MD 413","MD 413 at Tulls Corner Road","Somerset","Marion Station,MD,21838","Compliance"
"5278",159374,"Gray Milky Suspension in Gunpowder Falls","Intersection of Harford Rd and Notchcliff Rd","Baltimore","Glen Arm,MD,21057","Compliance"
"5279",159390,"5113 Ritchie Highway North","5113 RItchie Highway North","Baltimore City","Brooklyn,MD,21225","Compliance"
"5280",132052,"AA DPW/Rutland Rd Fish Passage","SE of intersection of Rutland Road, and Defense Hwy","Anne Arundel","Davidsonville,MD,21035","Compliance"
"5281",155200,"Bayview Yard","5401 Pulsaki Hwy","Baltimore City","Baltimore,MD,21205","Compliance"
"5282",159392,"Vienna to Steele Vegitation Management","Legion Road","Caroline","Denton,MD,21629","Compliance"
"5283",67562,"Sunset Ridge Subdivision","42800 Dusty Lane, Lot 2","St. Mary's","Hollywood,MD,20636","Compliance"
"5284",146526,"CL BRM and Town of New Windsor-Blue Ridge Manor SWM Facility-Bay Trust Fund Project","Clauser Court - Parcel B, end of Clauser Court, on a town owned open space parcel.","Carroll","New Windsor,MD,21776","Compliance"
"5285",145986,"Williams Gas Pipeline","17200 Cashell Road","Montgomery","Olney,MD,20830","Compliance"
"5286",157229,"Charlotte Miller","8252 Silver Run Ct","Anne Arundel","Pasadena,MD,21122-4637","Compliance"
"5287",146185,"MD SHA-Structure No 16264X0-I-95","I-95, 1 mi no of MD 450","Prince George's","New Carrollton,MD,20781","Compliance"
"5288",159391,"Guy Murphy","N/S Alt Rt 404","Caroline","Hillsboro,MD,21641","Compliance"
"5289",159394,"4 Stewart Ln","4 Stewart Ln","Anne Arundel","Edgewater,MD,21037","Compliance"
"5290",156024,"AA WPRP-Stoney Creek at Beach Drive & Locust Drive","7646 Beach Drive","Anne Arundel","Pasadena,MD,21122","Compliance"
"5291",82579,"Frito-Lay, Inc/Cheetos Expansion, Phase 4","800 Hickory Drive","Harford","Aberdeen,MD,21001","Compliance"
"5292",157920,"East Perimeter Water Main Replacement","near E Perimeter Dr, 38.8081 -76.8565","Prince George's","Andrews Air Force Base,MD,20762","Compliance"
"5293",154201,"I-895 Baltimore Harbor Tunnel various slope and drainage repairs","Baltimore Harbor Tunnel, 39.260301, -76.367294","Baltimore City","Baltimore City,MD,21224","Compliance"
"5294",158921,"10"" Water Main Reroute","Andrews Airforce Base","Prince George's","Andrews Airforce Base,MD,20762","Compliance"
"5295",33516,"Shifflett's Used Auto Parts","724 Gorsuch Rd, Rear","Carroll","Westminster,MD,21157","Compliance"
"5296",159400,"Steven M. and Michelle A. Heidler","1032 Wiers Road","Anne Arundel","Edgewater,MD,21037-4244","Compliance"
"5297",159431,"Donald Hay","331 Walnut Hill Road","Worcester","Berlin,MD,21811","Compliance"
"5298",158487,"CL DPW-Stone Road N, Mile 1.48","Stone Rd , 1.25 mile from MD 194","Carroll","Taneytown,MD,21787","Compliance"
"5299",149869,"Ellendale","Ellendale Blvd","Queen Anne's","Stevensville,MD,21666","Compliance"
"5300",158486,"CL DPW-Stone Road N, Mile 1.06","Stone Rd: 0.67 mile from MD 194","Carroll","Taneytown,MD,21787","Compliance"
"5301",158526,"CL DPW-Kump Station Road, MP 2.72","Kump Station Rd, MP 2.72, 0.6 miles east of Stone Rd and Kum Station Rd intersection","Carroll","Taneytown,MD,21787","Compliance"
"5302",155236,"New Science Building","Glen Drive, 39.391535 -76.606526","Baltimore","Towson,MD,21204","Compliance"
"5303",145623,"John and Carol Molyneux","15 Kent Avenue","Cecil","Earleville,MD,21919","Compliance"
"5304",158527,"CL DPW-Bixler Church Road, MP 2.05","Bixler Church Rd, MP 2.05, Back Woods Rd and Bixler Church Rd intersection","Carroll","Westminster,MD,21158","Compliance"
"5305",159470,"PAF 18-2183 / 10961 Lakeside Ln.","10961 Lakeside Ln.","Calvert","Dunkirk,MD,20754","Compliance"
"5306",23089,"Barnes School Bus Service, Inc.","20112 Old Midlothian Rd, SW","Allegany","Frostburg,MD,21532","Compliance"
"5307",156617,"Frederick Evans, Jr","24035 Ann Ln","St. Mary's","California,MD,20619","Compliance"
"5308",159386,"Dollar General - North East",", 2825 Northeast Rd.","Cecil","North East,MD,21901","Compliance"
"5309",159469,"Prince Frederick Boulevard Intersection Improvements at MD 231","Prince frederick Blvd","Calvert","Prince Frederick,MD,20678","Compliance"
"5310",159555,"Red sediment in Scotts Level Branch","9402 Lencrest Rd","Baltimore","Randallstown,MD,21133","Compliance"
"5311",29269,"College Of Southern Maryland","22950 Hollywood Road","St. Mary's","Leonardtown,MD,20650","Compliance"
"5312",133046,"Crestfield Minor Subdivision","Willows Rd and Crestfiled Ln","St. Mary's","Lexington Park,MD,20653","Compliance"
"5313",157010,"Clearing 16769 Bennett Ct.","16769 Bennett Ct.","St. Mary's","Dameron,MD,20628","Compliance"
"5314",81024,"AA DPW - Downs Park Ampitheater","8311 John Downs Loop","Anne Arundel","Pasadena,MD,21122","Compliance"
"5315",23221,"Gray & Son - Texas Quarry Shop","440 W Padonia Rd","Baltimore","Timonium,MD,21093","Compliance"
"5316",153559,"Delmarva Power and Light Co-Bozman Distribution Circuit","6556 Bozman Neavitt Rd","Talbot","Bozman,MD,21612","Compliance"
"5317",137719,"Toll MD VII LP-Miklasz Property","Miklasz Property, Disney Road","Anne Arundel","Severn,MD,21144","Compliance"
"5318",83228,"Tracy Welsh","1212 Hillcreek Rd","Anne Arundel","Pasadena,MD,21122","Compliance"
"5319",142375,"Mann Childs, LLC","3300-3305 Childs St","Baltimore City","Baltimore City,MD,21226","Compliance"
"5320",154539,"James Robey","21235 Whites Neck Rd","St. Mary's","Bushwood,MD,20618","Compliance"
"5321",138891,"Towson Run at Cloisters","Stream Corridor on Towson Univ and Sheppard Pratt Properties defined by Charles St,, Abbey View Way and Gatehouse Dr","Baltimore","Towson,MD,21204","Compliance"
"5322",159456,"Pumphrey Electric Sub-Station","4547 North Old Annapolis Road","Anne Arundel","Linthicum Heights,MD,21090","Compliance"
"5323",159647,"Sullivan's Garage & Towing - PAF 18-2213","7308 - 7320 Golden Ring Road","Baltimore","Essex,MD,21221","Compliance"
"5324",136601,"HO DPW-Junction Industrial Park","Junction Drive, From MD 32, exit Dorsey Run Rd South, turn right on Junction Dr","Howard","Annapolis Junction,MD,20701","Compliance"
"5325",153374,"BGE-Towson 4","175' east of intersect of Towsontown Blvd and GMBC Ave","Baltimore","Towson,MD,21204","Compliance"
"5326",156181,"Site C Grubbing, Tree removal and Fence Install","near WAYZ=FM Hagerstown, 39.6957888, -77.512978","Washington","Highland-Cascade,MD,21719","Compliance"
"5327",159471,"Michael Dunn","12810 Spring Cove Dr.","Calvert","Lusby,MD,20657","Compliance"
"5328",150381,"CH PGM-Charles County Plaza","behind 3301 Plaza Way","Charles","Waldorf,MD,20603","Compliance"
"5329",154039,"Boordy Vineyards Inc","12820 Long Green Pike","Baltimore","Hydes,MD,21082","Compliance"
"5330",159472,"Gianni Nucci","6137 4th St.","Calvert","Chesapeake Beach,MD,20732","Compliance"
"5331",159626,"Alexander Levengood","114 Grandview Ave","Cecil","North East,MD,21901","Compliance"
"5332",158960,"Rocklick Creek Estates Haenftling Road Access Plan","end of Haenftling Road","Garrett","Accident,MD,21520","Compliance"
"5333",141199,"Wildewood Residential LLC-Airport Road","Intersection of Airport Road and MD 235 Three Notch Road","St. Mary's","California,MD,20619","Compliance"
"5334",154172,"MNCPPC-Quince Orchard Park, Bridge No B46-01","Suffolk Terrace","Montgomery","Germantown,MD,20874","Compliance"
"5335",21870,"Flintstone WWTP","22810 Gilpin Rd, NE","Allegany","Flintstone,MD,21530","Compliance"
"5336",146695,"Maryland Route 235 Road Improvements at Wildewood - Phase 3","38.310825 -76.532841, MD 235 Intersection Mervell Dean Rd.","St. Mary's","California,MD,20619","Compliance"
"5337",154775,"North Point Main Parking Lot Permeable Pavement","Bayshore Rd, 39.208611, -76.424866","Baltimore","Edgemere,MD,21219","Compliance"
"5338",159464,"Md Rt 235 and Airport Rd Waterline","Md rt 235 intersection with Airport Rd","St. Mary's","California,MD,20619","Compliance"
"5339",100326,"MD SHA-Project No SO409A21-MD 675","MD 675 FROM MD 862 TO MD 822","Somerset","Princess Anne,MD,21853","Compliance"
"5340",159650,"PAF 18-2214","Unnamed Creek in Dundalk","Baltimore","Dundalk,MD,21222","Compliance"
"5341",159628,"Oceans West LLC Property","Oceans West LLC, West side Holly Grove Rd","Worcester","Berlin,MD,21811","Compliance"
"5342",73603,"Us Navy, Patuxent River Nas/holton Pond/","SHAW ROAD & TATE ROAD INTERSECTION","St. Mary's","Lexington Park,MD,20653","Compliance"
